entry,exit,side,pnl,capital
112267.2,115923.7,LONG,16.04770965062904,9870.451805857932
115923.7,115225.1,LONG,-2.9741535301117317,9867.477652327821
115869.9,115816.0,LONG,-0.22950612948678312,9867.248146198335
115173.4,113255.5,SHORT,8.215610210167334,9875.463756408502
112476.1,109395.1,SHORT,13.525675158320121,9888.989431566823
109395.1,114134.1,SHORT,-21.419570399494663,9867.569861167327
114134.1,122182.8,LONG,34.79289254551332,9902.36275371284
122182.8,124246.9,LONG,8.364297986270813,9910.72705169911
124246.9,121001.7,LONG,-12.942894924611368,9897.784156774498
121496.2,114139.1,SHORT,29.967598912478568,9927.751755686977
111659.1,105561.6,SHORT,27.10682171462126,9954.8585774016
105561.6,111148.6,SHORT,-26.34376272808613,9928.514814673514
