pnl,capital
-1711.7637751590405,516525.0707901813
25826.253539509067,542351.3243296903
27117.566216484516,569468.8905461748
14236.722263654372,583705.6128098292
14592.64032024573,598298.2531300749
-14957.456328251874,583340.7968018231
-14583.519920045577,568757.2768817774
-859.3988247960477,567897.8780569814
28394.89390284907,596292.7719598304
2698.062700204073,598990.8346600345
-14974.770866500863,584016.0637935336
14600.40159483834,598616.465388372
970.6470721623798,599587.1124605343
1233.0829583292666,600820.1954188636
30041.00977094318,630861.2051898068
-15771.53012974517,615089.6750600616
30754.48375300308,645844.1588130647
-1429.0426695258207,644415.1161435388
32220.755807176945,676635.8719507158
-16915.896798767895,659719.9751519479
-16492.9993787987,643226.9757731493
16080.674394328733,659307.650167478
-16482.69125418695,642824.9589132911
-16070.623972832278,626754.3349404589
-866.1981325780287,625888.1368078808
31294.406840394044,657182.5436482748
-16429.563591206872,640752.9800570679
-16018.8245014267,624734.1555556413
-15618.353888891033,609115.8016667502
30455.790083337513,639571.5917500877
31978.579587504384,671550.1713375921
33577.5085668796,705127.6799044716
-46.02138659988001,705081.6585178718
35254.08292589359,740335.7414437653
-18508.393536094136,721827.3479076712
36091.36739538356,757918.7153030548
37895.93576515274,795814.6510682076
-19895.36627670519,775919.2847915024
38795.96423957512,814715.2490310775
20367.88122577694,835083.1302568545
41754.156512842725,876837.2867696972
-21920.93216924243,854916.3546004548
4097.828501674692,859014.1831021295
3940.31994041044,862954.5030425399
-21573.8625760635,841380.6404664764
-2732.245182423788,838648.3952840527
41932.41976420264,880580.8150482554
22014.520376206387,902595.3354244618
22564.883385611545,925160.2188100733
-23129.005470251836,902031.2133398216
45101.56066699108,947132.7740068126
47356.638700340634,994489.4127071532
24862.23531767883,1019351.6480248321
50967.58240124161,1070319.2304260738
53515.96152130369,1123835.1919473775
56191.75959736888,1180026.9515447463
-120.39030007161395,1179906.5612446747
3872.330344411766,1183778.8915890865
-29594.472289727164,1154184.4192993594
2140.77020286216,1156325.1895022215
-28908.12973755554,1127417.059764666
56370.8529882333,1183787.9127528993
59189.39563764497,1242977.3083905443
-31074.43270976361,1211902.8756807807
3376.865732489995,1215279.7414132708
60763.98707066354,1276043.7284839344
5332.66305924128,1281376.3915431758
-32034.409788579396,1249341.9817545963
62467.09908772982,1311809.0808423262
65590.45404211631,1377399.5348844426
68869.97674422213,1446269.5116286648
36156.73779071662,1482426.2494193814
-37060.65623548454,1445365.5931838967
72268.27965919484,1517633.8728430916
-37940.84682107729,1479693.0260220142
-36992.32565055036,1442700.7003714638
-36067.5175092866,1406633.1828621773
70331.65914310886,1476964.8420052861
-36924.121050132155,1440040.720955154
-36001.01802387885,1404039.7029312751
-35100.99257328188,1368938.7103579931
68446.93551789966,1437385.6458758928
4863.0808398936,1442248.7267157864
72112.43633578932,1514361.1630515757
-37859.02907628939,1476502.1339752863
-36912.55334938216,1439589.580625904
35989.739515647605,1475579.3201415516
-2088.1208941311306,1473491.1992474205
36837.279981185515,1510328.479228606
75516.42396143031,1585844.9031900363
79292.24515950182,1665137.1483495382
-41628.42870873846,1623508.7196407998
-7774.66110829958,1615734.0585325002
-6892.4582379708645,1608841.6002945292
80442.08001472647,1689283.6803092556
84464.18401546279,1773747.8643247185
88687.39321623593,1862435.2575409545
8274.457372993182,1870709.7149139477
-46767.7428728487,1823941.972041099
91197.09860205496,1915139.070643154
95756.9535321577,2010896.0241753117
-50272.4006043828,1960623.6235709288
-5115.172351248122,1955508.4512196807
2797.552131468265,1958306.003351149
-48957.650083778724,1909348.3532673703
95467.41766336851,2004815.7709307387
100240.78854653693,2105056.5594772757
819.779768776907,2105876.339246053
4994.26868113061,2110870.6079271836
52771.76519817959,2163642.373125363
-54091.059328134084,2109551.313797229
105477.56568986145,2215028.8794870903
55375.72198717726,2270404.6014742674
113520.23007371338,2383924.8315479807
-59598.12078869952,2324326.710759281
-58108.167768982035,2266218.542990299
113310.92714951496,2379529.470139814
10133.415040967768,2389662.885180782
-59741.572129519554,2329921.3130512624
116496.06565256312,2446417.3787038256
-61160.434467595645,2385256.94423623
59631.42360590576,2444888.367842136
-5046.912894835643,2439841.4549473003
-5278.954395807931,2434562.5005514924
4868.955108934272,2439431.4556604265
9620.63400826783,2449052.0896686944
-61226.30224171736,2387825.787426977
-9714.13047965256,2378111.6569473245
705.2899781655733,2378816.94692549
-6997.998518207942,2371818.948407282
118590.94742036411,2490409.8958276464
124520.49479138233,2614930.390619029
65373.25976547573,2680303.6503845043
-67007.59125961261,2613296.0591248916
65332.401478122294,2678628.460603014
-9173.566836330485,2669454.8937666835
133472.74468833418,2802927.6384550175
7008.60734739512,2809936.2458024127
-6332.5181563402675,2803603.7276460724
70090.09319115181,2873693.8208372244
-1978.5352918587323,2871715.2855453654
-71792.88213863414,2799922.4034067313
69998.06008516828,2869920.4634918994
-1016.583439248916,2868903.8800526503
6569.187266392912,2875473.0673190434
71886.82668297608,2947359.8940020194
147367.99470010097,3094727.8887021206
-77368.19721755302,3017359.6914845677
-75433.99228711419,2941925.6991974534
-73548.14247993634,2868377.5567175173
143418.87783587587,3011796.434553393
150589.82172766965,3162386.256281063
-12531.168188333584,3149855.0880927294
157492.75440463648,3307347.842497366
82683.69606243416,3390031.5385598
-84750.788463995,3305280.750095805
3741.579027096557,3309022.329122902
82725.55822807255,3391747.8873509746
169587.39436754875,3561335.2817185232
-89033.38204296309,3472301.89967556
-86807.54749188901,3385494.352183671
169274.71760918357,3554769.0697928546
177738.45348964274,3732507.523282497
186625.37616412487,3919132.899446622
