instrument,strike,expiration,option_type,underlying_price,mark_price,mark_iv,bid,ask,oi,volume,greeks,timestamp
BTC-26OCT25-107000-P,107000.0,1761465600000,put,110684.5659,0.0003,30.5,0.0002,0.0004,140.4,19.3,"{'delta': -0.04028, 'gamma': 4e-05, 'vega': 6.12616, 'theta': -35.21633, 'rho': -0.1833}",2025-10-24T23:15:43.475568
BTC-26OCT25-108000-C,108000.0,1761465600000,call,110689.1805,0.0249,27.1,0.0235,0.026,50.8,0.0,"{'delta': 0.92362, 'gamma': 7e-05, 'vega': 10.14684, 'theta': -92.32834, 'rho': 4.05793}",2025-10-24T23:15:43.760144
BTC-26OCT25-108000-P,108000.0,1761465600000,put,110689.1805,0.0006,27.1,0.0006,0.0007,88.4,46.1,"{'delta': -0.07638, 'gamma': 7e-05, 'vega': 10.14684, 'theta': -66.19811, 'rho': -0.34755}",2025-10-24T23:15:44.045407
BTC-26OCT25-109000-C,109000.0,1761465600000,call,110689.1805,0.0165,24.13,0.015,0.017,47.2,6.1,"{'delta': 0.84272, 'gamma': 0.00014, 'vega': 17.00895, 'theta': -137.8114, 'rho': 3.73033}",2025-10-24T23:15:44.343565
BTC-26OCT25-109000-P,109000.0,1761465600000,put,110689.1805,0.0013,24.13,0.0013,0.0014,167.6,43.9,"{'delta': -0.15728, 'gamma': 0.00014, 'vega': 17.00895, 'theta': -137.8114, 'rho': -0.71594}",2025-10-24T23:15:44.631589
BTC-26OCT25-110000-C,110000.0,1761465600000,call,110689.1805,0.009,21.08,0.0085,0.0095,88.8,54.9,"{'delta': 0.68105, 'gamma': 0.00024, 'vega': 25.24668, 'theta': -178.72777, 'rho': 3.03425}",2025-10-24T23:15:44.914518
BTC-26OCT25-110000-P,110000.0,1761465600000,put,110689.1805,0.0028,21.08,0.0027,0.0029,119.9,128.9,"{'delta': -0.31895, 'gamma': 0.00024, 'vega': 25.24668, 'theta': -178.72777, 'rho': -1.45281}",2025-10-24T23:15:45.198696
BTC-26OCT25-111000-C,111000.0,1761465600000,call,110689.1805,0.0036,18.92,0.0034,0.0036,183.8,161.7,"{'delta': 0.41059, 'gamma': 0.00029, 'vega': 27.49206, 'theta': -174.67364, 'rho': 1.83786}",2025-10-24T23:15:45.480366
BTC-26OCT25-111000-P,111000.0,1761465600000,put,110689.1587,0.0064,18.92,0.006,0.007,250.1,254.9,"{'delta': -0.58941, 'gamma': 0.00029, 'vega': 27.49195, 'theta': -174.67235, 'rho': -2.69002}",2025-10-24T23:15:45.766929
BTC-26OCT25-112000-C,112000.0,1761465600000,call,110689.1587,0.0011,19.13,0.001,0.0011,310.5,195.2,"{'delta': 0.16918, 'gamma': 0.00019, 'vega': 17.83455, 'theta': -114.58251, 'rho': 0.75894}",2025-10-24T23:15:46.060362
BTC-26OCT25-112000-P,112000.0,1761465600000,put,110689.1587,0.0129,19.13,0.0125,0.0145,6.9,8.7,"{'delta': -0.83082, 'gamma': 0.00019, 'vega': 17.83455, 'theta': -114.58251, 'rho': -3.8097}",2025-10-24T23:15:46.351581
BTC-26OCT25-113000-C,113000.0,1761465600000,call,110689.1587,0.0005,22.45,0.0004,0.0005,277.7,186.3,"{'delta': 0.07578, 'gamma': 9e-05, 'vega': 10.08694, 'theta': -53.66021, 'rho': 0.33999}",2025-10-24T23:15:46.630845
BTC-26OCT25-113000-P,113000.0,1761465600000,put,110689.1587,0.0214,22.45,0.02,0.0235,0.4,0.4,"{'delta': -0.92422, 'gamma': 9e-05, 'vega': 10.08619, 'theta': -76.03022, 'rho': -4.26948}",2025-10-24T23:15:46.921589
BTC-26OCT25-114000-C,114000.0,1761465600000,call,110689.2527,0.0002,23.92,0.0001,0.0002,52.5,45.2,"{'delta': 0.02731, 'gamma': 4e-05, 'vega': 4.44879, 'theta': -17.56031, 'rho': 0.1226}",2025-10-24T23:15:47.212818
BTC-26OCT25-114000-P,114000.0,1761465600000,put,110689.1587,0.0301,23.92,0.0285,0.0325,0.9,0.8,"{'delta': -0.97269, 'gamma': 4e-05, 'vega': 4.44831, 'theta': -35.72519, 'rho': -4.52765}",2025-10-24T23:15:47.501197
BTC-26OCT25-116000-C,116000.0,1761465600000,call,110689.2527,0.0001,34.46,0.0,0.0002,87.6,77.3,"{'delta': 0.01708, 'gamma': 2e-05, 'vega': 2.99218, 'theta': -14.87549, 'rho': 0.0765}",2025-10-24T23:15:47.800781
BTC-26OCT25-116000-P,116000.0,1761465600000,put,110689.2527,0.0481,34.46,0.0465,0.0495,0.0,0.0,"{'delta': -0.98292, 'gamma': 2e-05, 'vega': 2.99218, 'theta': -34.62755, 'rho': -4.65531}",2025-10-24T23:15:48.091988
BTC-26OCT25-118000-C,118000.0,1761465600000,call,110689.2527,0.0001,44.92,0.0,0.0002,41.3,43.2,"{'delta': 0.01338, 'gamma': 1e-05, 'vega': 2.42648, 'theta': -14.73652, 'rho': 0.05982}",2025-10-24T23:15:48.371990
BTC-26OCT25-118000-P,118000.0,1761465600000,put,110689.2527,0.0662,44.92,0.0645,0.0675,0.0,0.0,"{'delta': -0.98662, 'gamma': 1e-05, 'vega': 2.42648, 'theta': -36.60381, 'rho': -4.75357}",2025-10-24T23:15:48.662580
BTC-27OCT25-102000-C,102000.0,1761552000000,call,110690.2811,0.0787,45.58,0.0595,0.0815,0.0,0.0,"{'delta': 0.98578, 'gamma': 1e-05, 'vega': 3.30593, 'theta': -30.27106, 'rho': 6.84648}",2025-10-24T23:15:48.947957
BTC-27OCT25-102000-P,102000.0,1761552000000,put,110690.2811,0.0002,45.58,0.0001,0.0002,183.0,173.4,"{'delta': -0.01422, 'gamma': 1e-05, 'vega': 3.30593, 'theta': -21.10833, 'rho': -0.10877}",2025-10-24T23:15:49.241001
BTC-27OCT25-104000-C,104000.0,1761552000000,call,110690.2811,0.0608,39.99,0.043,0.0785,2.2,0.0,"{'delta': 0.97157, 'gamma': 2e-05, 'vega': 5.94729, 'theta': -47.7802, 'rho': 6.87431}",2025-10-24T23:15:49.524136
BTC-27OCT25-104000-P,104000.0,1761552000000,put,110692.0354,0.0004,39.99,0.0003,0.0004,60.1,26.3,"{'delta': -0.0284, 'gamma': 2e-05, 'vega': 5.94225, 'theta': -40.26908, 'rho': -0.2171}",2025-10-24T23:15:49.814380
BTC-27OCT25-105000-C,105000.0,1761552000000,call,110692.0354,0.0519,36.81,0.0355,0.0735,0.0,0.0,"{'delta': 0.96009, 'gamma': 3e-05, 'vega': 7.86164, 'theta': -58.14204, 'rho': 6.85488}",2025-10-24T23:15:50.114491
BTC-27OCT25-105000-P,105000.0,1761552000000,put,110692.0354,0.0005,36.81,0.0004,0.0006,66.3,34.4,"{'delta': -0.03991, 'gamma': 3e-05, 'vega': 7.86164, 'theta': -54.65645, 'rho': -0.30494}",2025-10-24T23:15:50.405254
BTC-27OCT25-106000-C,106000.0,1761552000000,call,110695.3282,0.0432,34.11,0.0255,0.064,2.4,0.0,"{'delta': 0.93976, 'gamma': 4e-05, 'vega': 10.92339, 'theta': -74.85836, 'rho': 6.7677}",2025-10-24T23:15:50.699379
BTC-27OCT25-106000-P,106000.0,1761552000000,put,110695.3282,0.0007,34.11,0.0006,0.0009,12.2,9.3,"{'delta': -0.06024, 'gamma': 4e-05, 'vega': 10.92339, 'theta': -74.85836, 'rho': -0.46031}",2025-10-24T23:15:50.988651
BTC-27OCT25-107000-C,107000.0,1761552000000,call,110695.3282,0.0345,31.45,0.0325,0.035,0.0,0.0,"{'delta': 0.90665, 'gamma': 6e-05, 'vega': 15.25155, 'theta': -96.35783, 'rho': 6.58292}",2025-10-24T23:15:51.281532
BTC-27OCT25-107000-P,107000.0,1761552000000,put,110695.3282,0.0011,31.45,0.001,0.0013,62.9,73.9,"{'delta': -0.09335, 'gamma': 6e-05, 'vega': 15.25155, 'theta': -96.35783, 'rho': -0.71328}",2025-10-24T23:15:51.576028
BTC-27OCT25-108000-C,108000.0,1761552000000,call,110695.1382,0.0262,29.1,0.024,0.027,0.3,0.0,"{'delta': 0.85034, 'gamma': 9e-05, 'vega': 21.27996, 'theta': -124.38519, 'rho': 6.22056}",2025-10-24T23:15:51.857750
BTC-27OCT25-108000-P,108000.0,1761552000000,put,110695.1382,0.0019,29.1,0.0016,0.002,74.5,38.1,"{'delta': -0.14966, 'gamma': 9e-05, 'vega': 21.27996, 'theta': -124.38519, 'rho': -1.14383}",2025-10-24T23:15:52.146246
BTC-27OCT25-109000-C,109000.0,1761552000000,call,110695.1382,0.0186,27.15,0.017,0.019,21.2,18.9,"{'delta': 0.75787, 'gamma': 0.00013, 'vega': 28.55322, 'theta': -155.7532, 'rho': 5.58046}",2025-10-24T23:15:52.427126
BTC-27OCT25-109000-P,109000.0,1761552000000,put,110690.2082,0.0032,27.15,0.0029,0.0034,154.1,35.8,"{'delta': -0.24275, 'gamma': 0.00013, 'vega': 28.59127, 'theta': -155.9571, 'rho': -1.85676}",2025-10-24T23:15:52.796742
BTC-27OCT25-110000-C,110000.0,1761552000000,call,110695.9986,0.0119,25.49,0.011,0.0125,45.7,21.1,"{'delta': 0.62179, 'gamma': 0.00016, 'vega': 34.75399, 'theta': -177.9585, 'rho': 4.6037}",2025-10-24T23:15:53.085615
BTC-27OCT25-110000-P,110000.0,1761552000000,put,110695.9986,0.0056,25.49,0.005,0.006,139.7,164.8,"{'delta': -0.37821, 'gamma': 0.00016, 'vega': 34.75399, 'theta': -177.9585, 'rho': -2.89706}",2025-10-24T23:15:53.377560
BTC-27OCT25-111000-C,111000.0,1761552000000,call,110695.9986,0.0067,24.22,0.006,0.007,201.2,340.8,"{'delta': 0.44943, 'gamma': 0.00018, 'vega': 36.17343, 'theta': -176.02013, 'rho': 3.34185}",2025-10-24T23:15:53.666676
BTC-27OCT25-111000-P,111000.0,1761552000000,put,110696.4257,0.0094,24.22,0.009,0.0095,55.3,41.6,"{'delta': -0.5505, 'gamma': 0.00018, 'vega': 36.17445, 'theta': -176.02513, 'rho': -4.22653}",2025-10-24T23:15:53.948630
BTC-27OCT25-112000-C,112000.0,1761552000000,call,110695.9986,0.0033,23.65,0.003,0.0034,178.6,180.3,"{'delta': 0.27759, 'gamma': 0.00016, 'vega': 30.64123, 'theta': -145.55484, 'rho': 2.07031}",2025-10-24T23:15:54.240851
BTC-27OCT25-112000-P,112000.0,1761552000000,put,110696.4257,0.0151,23.65,0.0145,0.0165,61.7,28.7,"{'delta': -0.72234, 'gamma': 0.00016, 'vega': 30.64492, 'theta': -145.57237, 'rho': -5.56633}",2025-10-24T23:15:54.521742
BTC-27OCT25-113000-C,113000.0,1761552000000,call,110695.9986,0.0016,24.05,0.0013,0.0017,79.1,73.5,"{'delta': 0.15217, 'gamma': 0.00011, 'vega': 21.51732, 'theta': -103.97823, 'rho': 1.13685}",2025-10-24T23:15:54.817243
BTC-27OCT25-113000-P,113000.0,1761552000000,put,110696.5357,0.0224,24.05,0.0215,0.024,0.3,0.0,"{'delta': -0.84777, 'gamma': 0.00011, 'vega': 21.52283, 'theta': -104.00482, 'rho': -6.56804}",2025-10-24T23:15:55.101187
BTC-27OCT25-114000-C,114000.0,1761552000000,call,110696.5357,0.0007,25.01,0.0005,0.0008,43.4,44.8,"{'delta': 0.07878, 'gamma': 6e-05, 'vega': 13.4326, 'theta': -67.49985, 'rho': 0.58916}",2025-10-24T23:15:55.384953
BTC-27OCT25-114000-P,114000.0,1761552000000,put,110696.2639,0.0306,25.01,0.028,0.0455,10.0,10.0,"{'delta': -0.92125, 'gamma': 6e-05, 'vega': 13.42867, 'theta': -67.47607, 'rho': -7.18458}",2025-10-24T23:15:55.669974
BTC-27OCT25-115000-C,115000.0,1761552000000,call,110696.2639,0.0004,26.6,0.0002,0.0004,19.5,20.1,"{'delta': 0.04219, 'gamma': 4e-05, 'vega': 8.22562, 'theta': -41.43617, 'rho': 0.31567}",2025-10-24T23:15:55.951842
BTC-27OCT25-115000-P,115000.0,1761552000000,put,110696.2639,0.0392,26.6,0.0215,0.0465,0.0,0.0,"{'delta': -0.95781, 'gamma': 4e-05, 'vega': 8.22562, 'theta': -43.94825, 'rho': -7.52604}",2025-10-24T23:15:56.236822
BTC-27OCT25-116000-C,116000.0,1761552000000,call,110696.2639,0.0002,28.19,0.0001,0.0003,36.0,8.5,"{'delta': 0.0228, 'gamma': 2e-05, 'vega': 4.94447, 'theta': -21.77398, 'rho': 0.17062}",2025-10-24T23:15:56.520768
BTC-27OCT25-116000-P,116000.0,1761552000000,put,110696.9327,0.0481,28.19,0.0295,0.0555,0.1,0.1,"{'delta': -0.97719, 'gamma': 2e-05, 'vega': 4.94662, 'theta': -28.00947, 'rho': -7.73919}",2025-10-24T23:15:56.797439
BTC-27OCT25-118000-C,118000.0,1761552000000,call,110696.9327,0.0002,35.96,0.0001,0.0002,49.8,50.3,"{'delta': 0.0163, 'gamma': 1e-05, 'vega': 3.71854, 'theta': -19.01235, 'rho': 0.12178}",2025-10-24T23:15:57.102955
BTC-27OCT25-118000-P,118000.0,1761552000000,put,110696.9327,0.0661,35.96,0.051,0.105,0.0,0.0,"{'delta': -0.9837, 'gamma': 1e-05, 'vega': 3.71854, 'theta': -26.86094, 'rho': -7.92449}",2025-10-24T23:15:57.384752
BTC-28OCT25-102000-C,102000.0,1761638400000,call,110698.7084,0.0791,45.17,0.076,0.08,0.0,0.0,"{'delta': 0.96963, 'gamma': 1e-05, 'vega': 7.43987, 'theta': -48.159, 'rho': 9.42279}",2025-10-24T23:15:57.703119
BTC-28OCT25-102000-P,102000.0,1761638400000,put,110698.9444,0.0005,45.17,0.0005,0.0007,9.9,9.9,"{'delta': -0.03038, 'gamma': 1e-05, 'vega': 7.4403, 'theta': -48.16378, 'rho': -0.327}",2025-10-24T23:15:57.993835
BTC-28OCT25-104000-C,104000.0,1761638400000,call,110698.9444,0.0615,40.64,0.059,0.062,0.2,0.2,"{'delta': 0.94417, 'gamma': 3e-05, 'vega': 12.18239, 'theta': -70.95941, 'rho': 9.34007}",2025-10-24T23:15:58.280567
